"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 31, 2020","2,786.90","2,780.80","2,827.32","2,728.02","74.50M","0.77%"
"Mar 30, 2020","2,765.62","2,734.92","2,765.62","2,658.88","64.13M","1.35%"
"Mar 27, 2020","2,728.65","2,803.09","2,803.09","2,694.78","66.18M","-4.18%"
"Mar 26, 2020","2,847.78","2,765.86","2,847.78","2,706.29","65.31M","1.70%"
"Mar 25, 2020","2,800.14","2,756.99","2,829.34","2,670.27","90.51M","3.13%"
"Mar 24, 2020","2,715.11","2,507.61","2,715.11","2,507.61","87.88M","9.24%"
"Mar 23, 2020","2,485.54","2,520.48","2,588.48","2,427.87","-","-2.47%"
"Mar 20, 2020","2,548.50","2,475.14","2,613.53","2,475.14","133.71M","3.85%"
"Mar 19, 2020","2,454.08","2,388.94","2,461.57","2,345.30","101.35M","2.86%"
"Mar 18, 2020","2,385.82","2,507.33","2,507.33","2,365.70","98.21M","-5.72%"
"Mar 17, 2020","2,530.50","2,475.18","2,555.41","2,376.23","106.91M","3.27%"
"Mar 16, 2020","2,450.37","2,557.71","2,557.71","2,302.84","137.14M","-5.25%"
"Mar 13, 2020","2,586.02","2,584.36","2,793.27","2,537.27","136.55M","1.60%"
"Mar 12, 2020","2,545.23","2,883.25","2,883.25","2,535.89","167.33M","-12.40%"
"Mar 11, 2020","2,905.56","2,924.93","2,998.65","2,893.43","87.72M","-0.15%"
"Mar 10, 2020","2,910.02","2,973.61","3,088.57","2,896.74","118.22M","-1.66%"
"Mar 09, 2020","2,959.07","3,214.20","3,214.20","2,939.85","143.37M","-8.45%"
"Mar 06, 2020","3,232.07","3,347.83","3,347.83","3,216.44","85.09M","-3.91%"
"Mar 05, 2020","3,363.58","3,431.78","3,438.06","3,338.41","73.06M","-1.67%"
"Mar 04, 2020","3,420.56","3,374.00","3,438.21","3,350.23","66.43M","1.44%"
"Mar 03, 2020","3,371.97","3,355.52","3,448.24","3,354.30","79.45M","0.99%"
"Mar 02, 2020","3,338.83","3,355.33","3,406.40","3,257.99","90.02M","0.28%"
"Feb 28, 2020","3,329.49","3,431.52","3,431.52","3,283.18","123.09M","-3.66%"
"Feb 27, 2020","3,455.92","3,553.05","3,553.05","3,410.70","86.76M","-3.40%"
"Feb 26, 2020","3,577.68","3,567.03","3,595.80","3,467.58","71.79M","0.14%"
"Feb 25, 2020","3,572.51","3,655.84","3,668.70","3,568.48","62.81M","-2.07%"
"Feb 24, 2020","3,647.98","3,762.35","3,762.35","3,632.29","80.00M","-4.01%"
"Feb 21, 2020","3,800.38","3,816.51","3,827.36","3,776.82","48.44M","-0.59%"
"Feb 20, 2020","3,822.98","3,867.28","3,867.28","3,822.98","41.28M","-1.09%"
"Feb 19, 2020","3,865.18","3,846.39","3,865.43","3,846.39","40.37M","0.75%"
"Feb 18, 2020","3,836.54","3,848.56","3,848.56","3,826.23","53.06M","-0.43%"
"Feb 17, 2020","3,853.27","3,843.10","3,854.30","3,841.06","24.26M","0.32%"
"Feb 14, 2020","3,840.97","3,847.93","3,851.42","3,835.79","29.90M","-0.15%"
"Feb 13, 2020","3,846.74","3,849.10","3,849.10","3,799.98","38.74M","-0.20%"
"Feb 12, 2020","3,854.43","3,829.66","3,854.43","3,829.66","42.24M","0.75%"
"Feb 11, 2020","3,825.84","3,804.46","3,832.06","3,804.46","38.62M","0.86%"
"Feb 10, 2020","3,793.18","3,794.18","3,794.18","3,779.10","28.46M","-0.14%"
"Feb 07, 2020","3,798.49","3,804.86","3,806.06","3,782.21","39.16M","-0.18%"
"Feb 06, 2020","3,805.52","3,791.07","3,808.74","3,790.54","52.51M","0.73%"
"Feb 05, 2020","3,777.84","3,727.22","3,782.85","3,717.72","56.85M","1.22%"
"Feb 04, 2020","3,732.28","3,670.98","3,732.28","3,670.98","45.38M","1.94%"
"Feb 03, 2020","3,661.27","3,646.86","3,673.28","3,641.84","32.50M","0.56%"
"Jan 31, 2020","3,640.91","3,697.67","3,705.33","3,639.44","49.70M","-1.35%"
"Jan 30, 2020","3,690.78","3,717.93","3,717.93","3,676.66","42.46M","-1.22%"
"Jan 29, 2020","3,736.36","3,717.64","3,743.26","3,715.74","36.47M","0.46%"
"Jan 28, 2020","3,719.22","3,684.69","3,722.71","3,671.74","37.48M","1.13%"
"Jan 27, 2020","3,677.84","3,754.63","3,754.63","3,673.80","44.84M","-2.68%"
"Jan 24, 2020","3,779.16","3,744.75","3,795.33","3,744.75","31.73M","1.13%"
"Jan 23, 2020","3,736.85","3,764.10","3,770.01","3,734.06","33.33M","-0.87%"
"Jan 22, 2020","3,769.79","3,792.05","3,802.68","3,765.49","32.48M","-0.51%"
