,Country,Date,No. of confirmed cases,datetime,continent,code
427,Guinea,2015-01-29,2571.0,2015-01-29,Africa,GQ
428,United Kingdom,2015-01-29,1.0,2015-01-29,Europe,GB
429,Spain,2015-01-30,1.0,2015-01-30,Europe,ES
430,Liberia,2015-01-30,3138.0,2015-01-30,Africa,LR
431,Sierra Leone,2015-01-30,7989.0,2015-01-30,Africa,SL
432,United Kingdom,2015-01-30,1.0,2015-01-30,Europe,GB
433,Senegal,2015-01-30,1.0,2015-01-30,Africa,SN
434,United States of America,2015-01-30,4.0,2015-01-30,North America,US
435,Guinea,2015-01-30,2575.0,2015-01-30,Africa,GQ
436,Nigeria,2015-01-30,19.0,2015-01-30,Africa,NG
437,Mali,2015-01-30,7.0,2015-01-30,Africa,ML
438,Liberia,2015-02-02,3138.0,2015-02-02,Africa,LR
439,Sierra Leone,2015-02-02,8042.0,2015-02-02,Africa,SL
440,United States of America,2015-02-02,4.0,2015-02-02,North America,US
441,Nigeria,2015-02-02,19.0,2015-02-02,Africa,NG
442,Senegal,2015-02-02,1.0,2015-02-02,Africa,SN
443,Guinea,2015-02-02,2593.0,2015-02-02,Africa,GQ
444,Mali,2015-02-02,7.0,2015-02-02,Africa,ML
445,Spain,2015-02-02,1.0,2015-02-02,Europe,ES
446,United Kingdom,2015-02-02,1.0,2015-02-02,Europe,GB
447,Guinea,2015-02-03,2608.0,2015-02-03,Africa,GQ
448,Mali,2015-02-03,7.0,2015-02-03,Africa,ML
449,Senegal,2015-02-03,1.0,2015-02-03,Africa,SN
450,Liberia,2015-02-03,3143.0,2015-02-03,Africa,LR
451,Nigeria,2015-02-03,19.0,2015-02-03,Africa,NG
452,United Kingdom,2015-02-03,1.0,2015-02-03,Europe,GB
453,Spain,2015-02-03,1.0,2015-02-03,Europe,ES
454,Sierra Leone,2015-02-03,8059.0,2015-02-03,Africa,SL
455,United States of America,2015-02-03,4.0,2015-02-03,North America,US
456,Sierra Leone,2015-02-04,8059.0,2015-02-04,Africa,SL
457,Mali,2015-02-04,7.0,2015-02-04,Africa,ML
458,Liberia,2015-02-04,3143.0,2015-02-04,Africa,LR
459,Guinea,2015-02-04,2608.0,2015-02-04,Africa,GQ
460,Spain,2015-02-04,1.0,2015-02-04,Europe,ES
461,United Kingdom,2015-02-04,1.0,2015-02-04,Europe,GB
462,Senegal,2015-02-04,1.0,2015-02-04,Africa,SN
463,Nigeria,2015-02-04,19.0,2015-02-04,Africa,NG
464,United States of America,2015-02-04,4.0,2015-02-04,North America,US
465,United Kingdom,2015-02-05,1.0,2015-02-05,Europe,GB
466,United States of America,2015-02-05,4.0,2015-02-05,North America,US
467,Mali,2015-02-05,7.0,2015-02-05,Africa,ML
468,Guinea,2015-02-05,2621.0,2015-02-05,Africa,GQ
469,Sierra Leone,2015-02-05,8063.0,2015-02-05,Africa,SL
470,Nigeria,2015-02-05,19.0,2015-02-05,Africa,NG
471,Liberia,2015-02-05,3143.0,2015-02-05,Africa,LR
472,Senegal,2015-02-05,1.0,2015-02-05,Africa,SN
473,Spain,2015-02-05,1.0,2015-02-05,Europe,ES
474,Nigeria,2015-02-06,19.0,2015-02-06,Africa,NG
475,Mali,2015-02-06,7.0,2015-02-06,Africa,ML
476,Spain,2015-02-06,1.0,2015-02-06,Europe,ES
477,Senegal,2015-02-06,1.0,2015-02-06,Africa,SN
478,Sierra Leone,2015-02-06,8084.0,2015-02-06,Africa,SL
479,Liberia,2015-02-06,3143.0,2015-02-06,Africa,LR
480,United States of America,2015-02-06,4.0,2015-02-06,North America,US
481,United Kingdom,2015-02-06,1.0,2015-02-06,Europe,GB
482,Guinea,2015-02-06,2628.0,2015-02-06,Africa,GQ
483,Guinea,2015-02-10,2674.0,2015-02-10,Africa,GQ
484,Spain,2015-02-10,1.0,2015-02-10,Europe,ES
485,Mali,2015-02-10,7.0,2015-02-10,Africa,ML
486,United States of America,2015-02-10,4.0,2015-02-10,North America,US
487,Liberia,2015-02-10,3146.0,2015-02-10,Africa,LR
488,Senegal,2015-02-10,1.0,2015-02-10,Africa,SN
489,Sierra Leone,2015-02-10,8135.0,2015-02-10,Africa,SL
490,United Kingdom,2015-02-10,1.0,2015-02-10,Europe,GB
491,Nigeria,2015-02-10,19.0,2015-02-10,Africa,NG
492,United States of America,2015-02-11,4.0,2015-02-11,North America,US
493,Nigeria,2015-02-11,19.0,2015-02-11,Africa,NG
494,Sierra Leone,2015-02-11,8135.0,2015-02-11,Africa,SL
495,Guinea,2015-02-11,2674.0,2015-02-11,Africa,GQ
496,Senegal,2015-02-11,1.0,2015-02-11,Africa,SN
497,Liberia,2015-02-11,3146.0,2015-02-11,Africa,LR
498,Mali,2015-02-11,7.0,2015-02-11,Africa,ML
499,Spain,2015-02-11,1.0,2015-02-11,Europe,ES
500,United Kingdom,2015-02-11,1.0,2015-02-11,Europe,GB
501,Guinea,2015-02-12,2685.0,2015-02-12,Africa,GQ
502,Sierra Leone,2015-02-12,8138.0,2015-02-12,Africa,SL
503,Liberia,2015-02-12,3146.0,2015-02-12,Africa,LR
504,Nigeria,2015-02-12,19.0,2015-02-12,Africa,NG
505,United Kingdom,2015-02-12,1.0,2015-02-12,Europe,GB
506,Mali,2015-02-12,7.0,2015-02-12,Africa,ML
507,Senegal,2015-02-12,1.0,2015-02-12,Africa,SN
508,Spain,2015-02-12,1.0,2015-02-12,Europe,ES
509,United States of America,2015-02-12,4.0,2015-02-12,North America,US
510,Sierra Leone,2015-02-13,8155.0,2015-02-13,Africa,SL
511,Senegal,2015-02-13,1.0,2015-02-13,Africa,SN
512,Spain,2015-02-13,1.0,2015-02-13,Europe,ES
513,Mali,2015-02-13,7.0,2015-02-13,Africa,ML
514,Guinea,2015-02-13,2693.0,2015-02-13,Africa,GQ
515,United Kingdom,2015-02-13,1.0,2015-02-13,Europe,GB
516,United States of America,2015-02-13,4.0,2015-02-13,North America,US
517,Liberia,2015-02-13,3147.0,2015-02-13,Africa,LR
518,Nigeria,2015-02-13,19.0,2015-02-13,Africa,NG
519,Liberia,2015-02-16,3149.0,2015-02-16,Africa,LR
520,United States of America,2015-02-16,4.0,2015-02-16,North America,US
521,Mali,2015-02-16,7.0,2015-02-16,Africa,ML
522,United Kingdom,2015-02-16,1.0,2015-02-16,Europe,GB
523,Guinea,2015-02-16,2720.0,2015-02-16,Africa,GQ
524,Senegal,2015-02-16,1.0,2015-02-16,Africa,SN
525,Spain,2015-02-16,1.0,2015-02-16,Europe,ES
526,Sierra Leone,2015-02-16,8199.0,2015-02-16,Africa,SL
527,Nigeria,2015-02-16,19.0,2015-02-16,Africa,NG
528,Nigeria,2015-02-17,19.0,2015-02-17,Africa,NG
529,Liberia,2015-02-17,3149.0,2015-02-17,Africa,LR
530,United States of America,2015-02-17,4.0,2015-02-17,North America,US
531,Guinea,2015-02-17,2727.0,2015-02-17,Africa,GQ
532,Sierra Leone,2015-02-17,8212.0,2015-02-17,Africa,SL
533,Spain,2015-02-17,1.0,2015-02-17,Europe,ES
534,Mali,2015-02-17,7.0,2015-02-17,Africa,ML
535,United Kingdom,2015-02-17,1.0,2015-02-17,Europe,GB
536,Senegal,2015-02-17,1.0,2015-02-17,Africa,SN
537,Sierra Leone,2015-02-18,8212.0,2015-02-18,Africa,SL
538,United Kingdom,2015-02-18,1.0,2015-02-18,Europe,GB
539,Nigeria,2015-02-18,19.0,2015-02-18,Africa,NG
540,Spain,2015-02-18,1.0,2015-02-18,Europe,ES
541,Mali,2015-02-18,7.0,2015-02-18,Africa,ML
542,Liberia,2015-02-18,3149.0,2015-02-18,Africa,LR
543,Senegal,2015-02-18,1.0,2015-02-18,Africa,SN
544,Guinea,2015-02-18,2727.0,2015-02-18,Africa,GQ
545,United States of America,2015-02-18,4.0,2015-02-18,North America,US
546,Nigeria,2015-02-19,19.0,2015-02-19,Africa,NG
547,United States of America,2015-02-19,4.0,2015-02-19,North America,US
548,Liberia,2015-02-19,3152.0,2015-02-19,Africa,LR
549,Senegal,2015-02-19,1.0,2015-02-19,Africa,SN
550,Sierra Leone,2015-02-19,8223.0,2015-02-19,Africa,SL
551,Spain,2015-02-19,1.0,2015-02-19,Europe,ES
552,Mali,2015-02-19,7.0,2015-02-19,Africa,ML
553,Guinea,2015-02-19,2732.0,2015-02-19,Africa,GQ
554,United Kingdom,2015-02-19,1.0,2015-02-19,Europe,GB
555,United Kingdom,2015-02-20,1.0,2015-02-20,Europe,GB
556,Liberia,2015-02-20,3152.0,2015-02-20,Africa,LR
557,Guinea,2015-02-20,2734.0,2015-02-20,Africa,GQ
558,United States of America,2015-02-20,4.0,2015-02-20,North America,US
559,Nigeria,2015-02-20,19.0,2015-02-20,Africa,NG
560,Sierra Leone,2015-02-20,8223.0,2015-02-20,Africa,SL
561,Mali,2015-02-20,7.0,2015-02-20,Africa,ML
562,Spain,2015-02-20,1.0,2015-02-20,Europe,ES
563,Senegal,2015-02-20,1.0,2015-02-20,Africa,SN
564,Liberia,2015-02-23,3153.0,2015-02-23,Africa,LR
565,Senegal,2015-02-23,1.0,2015-02-23,Africa,SN
566,Spain,2015-02-23,1.0,2015-02-23,Europe,ES
567,United Kingdom,2015-02-23,1.0,2015-02-23,Europe,GB
568,Mali,2015-02-23,7.0,2015-02-23,Africa,ML
569,Sierra Leone,2015-02-23,8223.0,2015-02-23,Africa,SL
570,Nigeria,2015-02-23,19.0,2015-02-23,Africa,NG
571,Guinea,2015-02-23,2758.0,2015-02-23,Africa,GQ
572,United States of America,2015-02-23,4.0,2015-02-23,North America,US
573,United Kingdom,2015-02-25,1.0,2015-02-25,Europe,GB
574,Sierra Leone,2015-02-25,8289.0,2015-02-25,Africa,SL
575,Liberia,2015-02-25,3153.0,2015-02-25,Africa,LR
576,Nigeria,2015-02-25,19.0,2015-02-25,Africa,NG
577,Mali,2015-02-25,7.0,2015-02-25,Africa,ML
578,United States of America,2015-02-25,4.0,2015-02-25,North America,US
579,Guinea,2015-02-25,2762.0,2015-02-25,Africa,GQ
580,Senegal,2015-02-25,1.0,2015-02-25,Africa,SN
581,Spain,2015-02-25,1.0,2015-02-25,Europe,ES
582,Mali,2015-02-26,7.0,2015-02-26,Africa,ML
583,Senegal,2015-02-26,1.0,2015-02-26,Africa,SN
584,Guinea,2015-02-26,2781.0,2015-02-26,Africa,GQ
585,Sierra Leone,2015-02-26,8308.0,2015-02-26,Africa,SL
586,United Kingdom,2015-02-26,1.0,2015-02-26,Europe,GB
587,United States of America,2015-02-26,4.0,2015-02-26,North America,US
588,Liberia,2015-02-26,3153.0,2015-02-26,Africa,LR
589,Nigeria,2015-02-26,19.0,2015-02-26,Africa,NG
590,Spain,2015-02-26,1.0,2015-02-26,Europe,ES
591,Sierra Leone,2015-02-27,8320.0,2015-02-27,Africa,SL
592,Mali,2015-02-27,7.0,2015-02-27,Africa,ML
593,Nigeria,2015-02-27,19.0,2015-02-27,Africa,NG
594,United States of America,2015-02-27,4.0,2015-02-27,North America,US
595,Guinea,2015-02-27,2790.0,2015-02-27,Africa,GQ
596,United Kingdom,2015-02-27,1.0,2015-02-27,Europe,GB
597,Senegal,2015-02-27,1.0,2015-02-27,Africa,SN
598,Spain,2015-02-27,1.0,2015-02-27,Europe,ES
599,Liberia,2015-02-27,3153.0,2015-02-27,Africa,LR
600,Guinea,2015-03-02,2808.0,2015-03-02,Africa,GQ
601,United Kingdom,2015-03-02,1.0,2015-03-02,Europe,GB
602,Sierra Leone,2015-03-02,8353.0,2015-03-02,Africa,SL
603,Spain,2015-03-02,1.0,2015-03-02,Europe,ES
604,Nigeria,2015-03-02,19.0,2015-03-02,Africa,NG
605,Mali,2015-03-02,7.0,2015-03-02,Africa,ML
606,Liberia,2015-03-02,3153.0,2015-03-02,Africa,LR
607,United States of America,2015-03-02,4.0,2015-03-02,North America,US
608,Senegal,2015-03-02,1.0,2015-03-02,Africa,SN
609,Liberia,2015-03-04,3153.0,2015-03-04,Africa,LR
610,Nigeria,2015-03-04,19.0,2015-03-04,Africa,NG
611,Senegal,2015-03-04,1.0,2015-03-04,Africa,SN
612,United States of America,2015-03-04,4.0,2015-03-04,North America,US
613,Mali,2015-03-04,7.0,2015-03-04,Africa,ML
614,Spain,2015-03-04,1.0,2015-03-04,Europe,ES
615,Sierra Leone,2015-03-04,8353.0,2015-03-04,Africa,SL
616,Guinea,2015-03-04,2808.0,2015-03-04,Africa,GQ
617,United Kingdom,2015-03-04,1.0,2015-03-04,Europe,GB
618,Nigeria,2015-03-05,19.0,2015-03-05,Africa,NG
619,United Kingdom,2015-03-05,1.0,2015-03-05,Europe,GB
620,Guinea,2015-03-05,2833.0,2015-03-05,Africa,GQ
621,Spain,2015-03-05,1.0,2015-03-05,Europe,ES
622,Liberia,2015-03-05,3150.0,2015-03-05,Africa,LR
623,Senegal,2015-03-05,1.0,2015-03-05,Africa,SN
624,Mali,2015-03-05,7.0,2015-03-05,Africa,ML
625,Sierra Leone,2015-03-05,8383.0,2015-03-05,Africa,SL
626,United States of America,2015-03-05,4.0,2015-03-05,North America,US
627,United States of America,2015-03-06,4.0,2015-03-06,North America,US
628,Mali,2015-03-06,7.0,2015-03-06,Africa,ML
629,Nigeria,2015-03-06,19.0,2015-03-06,Africa,NG
630,Liberia,2015-03-06,3150.0,2015-03-06,Africa,LR
631,Sierra Leone,2015-03-06,8389.0,2015-03-06,Africa,SL
632,Guinea,2015-03-06,2840.0,2015-03-06,Africa,GQ
633,Spain,2015-03-06,1.0,2015-03-06,Europe,ES
634,Senegal,2015-03-06,1.0,2015-03-06,Africa,SN
635,United Kingdom,2015-03-06,1.0,2015-03-06,Europe,GB
636,Guinea,2015-03-10,2871.0,2015-03-10,Africa,GQ
637,Mali,2015-03-10,7.0,2015-03-10,Africa,ML
638,Sierra Leone,2015-03-10,8428.0,2015-03-10,Africa,SL
639,Spain,2015-03-10,1.0,2015-03-10,Europe,ES
640,United States of America,2015-03-10,4.0,2015-03-10,North America,US
641,United Kingdom,2015-03-10,1.0,2015-03-10,Europe,GB
642,Liberia,2015-03-10,3150.0,2015-03-10,Africa,LR
643,Senegal,2015-03-10,1.0,2015-03-10,Africa,SN
644,Nigeria,2015-03-10,19.0,2015-03-10,Africa,NG
645,Guinea,2015-03-11,2871.0,2015-03-11,Africa,GQ
646,United States of America,2015-03-11,4.0,2015-03-11,North America,US
647,United Kingdom,2015-03-11,1.0,2015-03-11,Europe,GB
648,Mali,2015-03-11,7.0,2015-03-11,Africa,ML
649,Senegal,2015-03-11,1.0,2015-03-11,Africa,SN
650,Nigeria,2015-03-11,19.0,2015-03-11,Africa,NG
651,Liberia,2015-03-11,3150.0,2015-03-11,Africa,LR
652,Spain,2015-03-11,1.0,2015-03-11,Europe,ES
653,Sierra Leone,2015-03-11,8428.0,2015-03-11,Africa,SL
654,Nigeria,2015-03-12,19.0,2015-03-12,Africa,NG
655,Spain,2015-03-12,1.0,2015-03-12,Europe,ES
656,United Kingdom,2015-03-12,1.0,2015-03-12,Europe,GB
657,United States of America,2015-03-12,4.0,2015-03-12,North America,US
658,Sierra Leone,2015-03-12,8463.0,2015-03-12,Africa,SL
659,Liberia,2015-03-12,3150.0,2015-03-12,Africa,LR
660,Guinea,2015-03-12,2901.0,2015-03-12,Africa,GQ
661,Senegal,2015-03-12,1.0,2015-03-12,Africa,SN
662,Mali,2015-03-12,7.0,2015-03-12,Africa,ML
663,Spain,2015-03-13,1.0,2015-03-13,Europe,ES
664,Liberia,2015-03-13,3150.0,2015-03-13,Africa,LR
665,Sierra Leone,2015-03-13,8469.0,2015-03-13,Africa,SL
666,United States of America,2015-03-13,4.0,2015-03-13,North America,US
667,Guinea,2015-03-13,2911.0,2015-03-13,Africa,GQ
668,United Kingdom,2015-03-13,1.0,2015-03-13,Europe,GB
669,Nigeria,2015-03-13,19.0,2015-03-13,Africa,NG
670,Senegal,2015-03-13,1.0,2015-03-13,Africa,SN
671,Mali,2015-03-13,7.0,2015-03-13,Africa,ML
672,Mali,2015-03-16,7.0,2015-03-16,Africa,ML
673,Guinea,2015-03-16,2957.0,2015-03-16,Africa,GQ
674,Sierra Leone,2015-03-16,8484.0,2015-03-16,Africa,SL
675,Senegal,2015-03-16,1.0,2015-03-16,Africa,SN
676,Nigeria,2015-03-16,19.0,2015-03-16,Africa,NG
677,Spain,2015-03-16,1.0,2015-03-16,Europe,ES
678,United States of America,2015-03-16,4.0,2015-03-16,North America,US
679,Liberia,2015-03-16,3150.0,2015-03-16,Africa,LR
680,United Kingdom,2015-03-16,1.0,2015-03-16,Europe,GB
681,Guinea,2015-03-17,2966.0,2015-03-17,Africa,GQ
682,Mali,2015-03-17,7.0,2015-03-17,Africa,ML
683,Nigeria,2015-03-17,19.0,2015-03-17,Africa,NG
684,Senegal,2015-03-17,1.0,2015-03-17,Africa,SN
685,Sierra Leone,2015-03-17,8487.0,2015-03-17,Africa,SL
686,Liberia,2015-03-17,3150.0,2015-03-17,Africa,LR
687,Spain,2015-03-17,1.0,2015-03-17,Europe,ES
688,United Kingdom,2015-03-17,1.0,2015-03-17,Europe,GB
689,United States of America,2015-03-17,4.0,2015-03-17,North America,US
690,Liberia,2015-03-18,3150.0,2015-03-18,Africa,LR
691,Sierra Leone,2015-03-18,8487.0,2015-03-18,Africa,SL
692,Spain,2015-03-18,1.0,2015-03-18,Europe,ES
693,Guinea,2015-03-18,2966.0,2015-03-18,Africa,GQ
694,United Kingdom,2015-03-18,1.0,2015-03-18,Europe,GB
695,Nigeria,2015-03-18,19.0,2015-03-18,Africa,NG
696,Senegal,2015-03-18,1.0,2015-03-18,Africa,SN
697,Mali,2015-03-18,7.0,2015-03-18,Africa,ML
698,United States of America,2015-03-18,4.0,2015-03-18,North America,US
699,United Kingdom,2015-03-20,1.0,2015-03-20,Europe,GB
700,Guinea,2015-03-20,2988.0,2015-03-20,Africa,GQ
701,Sierra Leone,2015-03-20,8508.0,2015-03-20,Africa,SL
702,United States of America,2015-03-20,4.0,2015-03-20,North America,US
703,Nigeria,2015-03-20,19.0,2015-03-20,Africa,NG
704,Senegal,2015-03-20,1.0,2015-03-20,Africa,SN
705,Spain,2015-03-20,1.0,2015-03-20,Europe,ES
706,Mali,2015-03-20,7.0,2015-03-20,Africa,ML
707,Liberia,2015-03-20,3150.0,2015-03-20,Africa,LR
708,United States of America,2015-03-23,4.0,2015-03-23,North America,US
709,Senegal,2015-03-23,1.0,2015-03-23,Africa,SN
710,Liberia,2015-03-23,3151.0,2015-03-23,Africa,LR
711,Mali,2015-03-23,7.0,2015-03-23,Africa,ML
712,Sierra Leone,2015-03-23,8518.0,2015-03-23,Africa,SL
713,United Kingdom,2015-03-23,1.0,2015-03-23,Europe,GB
714,Guinea,2015-03-23,3007.0,2015-03-23,Africa,GQ
715,Spain,2015-03-23,1.0,2015-03-23,Europe,ES
716,Nigeria,2015-03-23,19.0,2015-03-23,Africa,NG
717,Senegal,2015-03-24,1.0,2015-03-24,Africa,SN
718,Sierra Leone,2015-03-24,8520.0,2015-03-24,Africa,SL
719,Guinea,2015-03-24,3011.0,2015-03-24,Africa,GQ
720,Spain,2015-03-24,1.0,2015-03-24,Europe,ES
721,Nigeria,2015-03-24,19.0,2015-03-24,Africa,NG
722,Mali,2015-03-24,7.0,2015-03-24,Africa,ML
723,United Kingdom,2015-03-24,1.0,2015-03-24,Europe,GB
724,United States of America,2015-03-24,4.0,2015-03-24,North America,US
725,Liberia,2015-03-24,3151.0,2015-03-24,Africa,LR
726,Senegal,2015-03-25,1.0,2015-03-25,Africa,SN
727,Liberia,2015-03-25,3151.0,2015-03-25,Africa,LR
728,Spain,2015-03-25,1.0,2015-03-25,Europe,ES
729,Mali,2015-03-25,7.0,2015-03-25,Africa,ML
730,Sierra Leone,2015-03-25,8520.0,2015-03-25,Africa,SL
731,United Kingdom,2015-03-25,1.0,2015-03-25,Europe,GB
732,Guinea,2015-03-25,3011.0,2015-03-25,Africa,GQ
733,Nigeria,2015-03-25,19.0,2015-03-25,Africa,NG
734,United States of America,2015-03-25,4.0,2015-03-25,North America,US
735,Spain,2015-03-26,1.0,2015-03-26,Europe,ES
736,Guinea,2015-03-26,3032.0,2015-03-26,Africa,GQ
737,Senegal,2015-03-26,1.0,2015-03-26,Africa,SN
738,Sierra Leone,2015-03-26,8529.0,2015-03-26,Africa,SL
739,Liberia,2015-03-26,3151.0,2015-03-26,Africa,LR
740,Mali,2015-03-26,7.0,2015-03-26,Africa,ML
741,Nigeria,2015-03-26,19.0,2015-03-26,Africa,NG
742,United Kingdom,2015-03-26,1.0,2015-03-26,Europe,GB
743,United States of America,2015-03-26,4.0,2015-03-26,North America,US
744,Liberia,2015-03-27,3151.0,2015-03-27,Africa,LR
745,Spain,2015-03-27,1.0,2015-03-27,Europe,ES
746,Mali,2015-03-27,7.0,2015-03-27,Africa,ML
747,Nigeria,2015-03-27,19.0,2015-03-27,Africa,NG
748,Senegal,2015-03-27,1.0,2015-03-27,Africa,SN
749,United Kingdom,2015-03-27,1.0,2015-03-27,Europe,GB
750,United States of America,2015-03-27,4.0,2015-03-27,North America,US
751,Guinea,2015-03-27,3042.0,2015-03-27,Africa,GQ
752,Sierra Leone,2015-03-27,8532.0,2015-03-27,Africa,SL
753,Spain,2015-04-07,1.0,2015-04-07,Europe,ES
754,Mali,2015-04-07,7.0,2015-04-07,Africa,ML
755,Senegal,2015-04-07,1.0,2015-04-07,Africa,SN
756,Nigeria,2015-04-07,19.0,2015-04-07,Africa,NG
757,Guinea,2015-04-07,3089.0,2015-04-07,Africa,GQ
758,United Kingdom,2015-04-07,1.0,2015-04-07,Europe,GB
759,Liberia,2015-04-07,3151.0,2015-04-07,Africa,LR
760,United States of America,2015-04-07,4.0,2015-04-07,North America,US
761,Sierra Leone,2015-04-07,8555.0,2015-04-07,Africa,SL
762,Liberia,2015-04-09,3151.0,2015-04-09,Africa,LR
763,United Kingdom,2015-04-09,1.0,2015-04-09,Europe,GB
764,United States of America,2015-04-09,4.0,2015-04-09,North America,US
765,Mali,2015-04-09,7.0,2015-04-09,Africa,ML
766,Senegal,2015-04-09,1.0,2015-04-09,Africa,SN
767,Spain,2015-04-09,1.0,2015-04-09,Europe,ES
768,Nigeria,2015-04-09,19.0,2015-04-09,Africa,NG
769,Guinea,2015-04-09,3093.0,2015-04-09,Africa,GQ
770,Sierra Leone,2015-04-09,8558.0,2015-04-09,Africa,SL
771,Sierra Leone,2015-04-13,8560.0,2015-04-13,Africa,SL
772,Senegal,2015-04-13,1.0,2015-04-13,Africa,SN
773,Liberia,2015-04-13,3151.0,2015-04-13,Africa,LR
774,Mali,2015-04-13,7.0,2015-04-13,Africa,ML
775,United States of America,2015-04-13,4.0,2015-04-13,North America,US
776,Nigeria,2015-04-13,19.0,2015-04-13,Africa,NG
777,Spain,2015-04-13,1.0,2015-04-13,Europe,ES
778,United Kingdom,2015-04-13,1.0,2015-04-13,Europe,GB
779,Guinea,2015-04-13,3112.0,2015-04-13,Africa,GQ
780,Sierra Leone,2015-04-14,8563.0,2015-04-14,Africa,SL
781,United Kingdom,2015-04-14,1.0,2015-04-14,Europe,GB
782,United States of America,2015-04-14,4.0,2015-04-14,North America,US
783,Nigeria,2015-04-14,19.0,2015-04-14,Africa,NG
784,Mali,2015-04-14,7.0,2015-04-14,Africa,ML
785,Guinea,2015-04-14,3117.0,2015-04-14,Africa,GQ
786,Liberia,2015-04-14,3151.0,2015-04-14,Africa,LR
787,Senegal,2015-04-14,1.0,2015-04-14,Africa,SN
788,Spain,2015-04-14,1.0,2015-04-14,Europe,ES
789,Mali,2015-04-15,7.0,2015-04-15,Africa,ML
790,Sierra Leone,2015-04-15,8563.0,2015-04-15,Africa,SL
791,Liberia,2015-04-15,3151.0,2015-04-15,Africa,LR
792,Senegal,2015-04-15,1.0,2015-04-15,Africa,SN
793,Guinea,2015-04-15,3117.0,2015-04-15,Africa,GQ
794,United States of America,2015-04-15,4.0,2015-04-15,North America,US
795,Spain,2015-04-15,1.0,2015-04-15,Europe,ES
796,Nigeria,2015-04-15,19.0,2015-04-15,Africa,NG
797,United Kingdom,2015-04-15,1.0,2015-04-15,Europe,GB
798,Spain,2015-04-16,1.0,2015-04-16,Europe,ES
799,United States of America,2015-04-16,4.0,2015-04-16,North America,US
800,Mali,2015-04-16,7.0,2015-04-16,Africa,ML
801,Sierra Leone,2015-04-16,8566.0,2015-04-16,Africa,SL
802,Nigeria,2015-04-16,19.0,2015-04-16,Africa,NG
803,United Kingdom,2015-04-16,1.0,2015-04-16,Europe,GB
804,Senegal,2015-04-16,1.0,2015-04-16,Africa,SN
805,Liberia,2015-04-16,3151.0,2015-04-16,Africa,LR
806,Guinea,2015-04-16,3124.0,2015-04-16,Africa,GQ
807,Guinea,2015-04-17,3126.0,2015-04-17,Africa,GQ
808,Nigeria,2015-04-17,19.0,2015-04-17,Africa,NG
809,United States of America,2015-04-17,4.0,2015-04-17,North America,US
810,United Kingdom,2015-04-17,1.0,2015-04-17,Europe,GB
811,Senegal,2015-04-17,1.0,2015-04-17,Africa,SN
812,Liberia,2015-04-17,3151.0,2015-04-17,Africa,LR
813,Spain,2015-04-17,1.0,2015-04-17,Europe,ES
814,Mali,2015-04-17,7.0,2015-04-17,Africa,ML
815,Sierra Leone,2015-04-17,8569.0,2015-04-17,Africa,SL
816,United Kingdom,2015-04-20,1.0,2015-04-20,Europe,GB
817,Mali,2015-04-20,7.0,2015-04-20,Africa,ML
818,Sierra Leone,2015-04-20,8572.0,2015-04-20,Africa,SL
819,Senegal,2015-04-20,1.0,2015-04-20,Africa,SN
820,Guinea,2015-04-20,3133.0,2015-04-20,Africa,GQ
821,Liberia,2015-04-20,3151.0,2015-04-20,Africa,LR
822,Nigeria,2015-04-20,19.0,2015-04-20,Africa,NG
823,Spain,2015-04-20,1.0,2015-04-20,Europe,ES
824,United States of America,2015-04-20,4.0,2015-04-20,North America,US
825,Spain,2015-04-21,1.0,2015-04-21,Europe,ES
826,Liberia,2015-04-21,3151.0,2015-04-21,Africa,LR
827,Nigeria,2015-04-21,19.0,2015-04-21,Africa,NG
828,Mali,2015-04-21,7.0,2015-04-21,Africa,ML
829,Senegal,2015-04-21,1.0,2015-04-21,Africa,SN
830,United States of America,2015-04-21,4.0,2015-04-21,North America,US
831,Guinea,2015-04-21,3136.0,2015-04-21,Africa,GQ
832,United Kingdom,2015-04-21,1.0,2015-04-21,Europe,GB
833,Sierra Leone,2015-04-21,8573.0,2015-04-21,Africa,SL
834,United Kingdom,2015-04-22,1.0,2015-04-22,Europe,GB
835,Spain,2015-04-22,1.0,2015-04-22,Europe,ES
836,Sierra Leone,2015-04-22,8575.0,2015-04-22,Africa,SL
837,Mali,2015-04-22,7.0,2015-04-22,Africa,ML
838,United States of America,2015-04-22,4.0,2015-04-22,North America,US
839,Guinea,2015-04-22,3136.0,2015-04-22,Africa,GQ
840,Senegal,2015-04-22,1.0,2015-04-22,Africa,SN
841,Liberia,2015-04-22,3151.0,2015-04-22,Africa,LR
842,Nigeria,2015-04-22,19.0,2015-04-22,Africa,NG
843,Mali,2015-04-23,7.0,2015-04-23,Africa,ML
844,United Kingdom,2015-04-23,1.0,2015-04-23,Europe,GB
845,Liberia,2015-04-23,3151.0,2015-04-23,Africa,LR
846,Guinea,2015-04-23,3144.0,2015-04-23,Africa,GQ
847,Nigeria,2015-04-23,19.0,2015-04-23,Africa,NG
848,Spain,2015-04-23,1.0,2015-04-23,Europe,ES
849,Sierra Leone,2015-04-23,8581.0,2015-04-23,Africa,SL
850,United States of America,2015-04-23,4.0,2015-04-23,North America,US
851,Senegal,2015-04-23,1.0,2015-04-23,Africa,SN
852,Spain,2015-04-24,1.0,2015-04-24,Europe,ES
853,United Kingdom,2015-04-24,1.0,2015-04-24,Europe,GB
