,Country,Date,No. of confirmed cases,datetime,continent,code
1930,United States of America,2015-09-17,4.0,2015-09-17,North America,US
1931,Nigeria,2015-09-17,19.0,2015-09-17,Africa,NG
1932,United Kingdom,2015-09-17,1.0,2015-09-17,Europe,GB
1933,Italy,2015-09-17,1.0,2015-09-17,Europe,IT
1934,Liberia,2015-09-18,6.0,2015-09-18,Africa,LR
1935,Senegal,2015-09-18,1.0,2015-09-18,Africa,SN
1936,Nigeria,2015-09-18,19.0,2015-09-18,Africa,NG
1937,United Kingdom,2015-09-18,1.0,2015-09-18,Europe,GB
1938,Liberia,2015-09-18,3151.0,2015-09-18,Africa,LR
1939,Spain,2015-09-18,1.0,2015-09-18,Europe,ES
1940,Mali,2015-09-18,7.0,2015-09-18,Africa,ML
1941,United States of America,2015-09-18,4.0,2015-09-18,North America,US
1942,Guinea,2015-09-18,3339.0,2015-09-18,Africa,GQ
1943,Sierra Leone,2015-09-18,8704.0,2015-09-18,Africa,SL
1944,Italy,2015-09-18,1.0,2015-09-18,Europe,IT
1945,Liberia,2015-09-21,3151.0,2015-09-21,Africa,LR
1946,Nigeria,2015-09-21,19.0,2015-09-21,Africa,NG
1947,Mali,2015-09-21,7.0,2015-09-21,Africa,ML
1948,United Kingdom,2015-09-21,1.0,2015-09-21,Europe,GB
1949,Guinea,2015-09-21,3340.0,2015-09-21,Africa,GQ
1950,Senegal,2015-09-21,1.0,2015-09-21,Africa,SN
1951,United States of America,2015-09-21,4.0,2015-09-21,North America,US
1952,Liberia,2015-09-21,6.0,2015-09-21,Africa,LR
1953,Italy,2015-09-21,1.0,2015-09-21,Europe,IT
1954,Sierra Leone,2015-09-21,8704.0,2015-09-21,Africa,SL
1955,Spain,2015-09-21,1.0,2015-09-21,Europe,ES
1956,Nigeria,2015-09-22,19.0,2015-09-22,Africa,NG
1957,Italy,2015-09-22,1.0,2015-09-22,Europe,IT
1958,United States of America,2015-09-22,4.0,2015-09-22,North America,US
1959,Liberia,2015-09-22,6.0,2015-09-22,Africa,LR
1960,Spain,2015-09-22,1.0,2015-09-22,Europe,ES
1961,Sierra Leone,2015-09-22,8704.0,2015-09-22,Africa,SL
1962,Mali,2015-09-22,7.0,2015-09-22,Africa,ML
1963,United Kingdom,2015-09-22,1.0,2015-09-22,Europe,GB
1964,Guinea,2015-09-22,3340.0,2015-09-22,Africa,GQ
1965,Liberia,2015-09-22,3151.0,2015-09-22,Africa,LR
1966,Senegal,2015-09-22,1.0,2015-09-22,Africa,SN
1967,Nigeria,2015-09-23,19.0,2015-09-23,Africa,NG
1968,Spain,2015-09-23,1.0,2015-09-23,Europe,ES
1969,United Kingdom,2015-09-23,1.0,2015-09-23,Europe,GB
1970,Sierra Leone,2015-09-23,8704.0,2015-09-23,Africa,SL
1971,Liberia,2015-09-23,6.0,2015-09-23,Africa,LR
1972,Senegal,2015-09-23,1.0,2015-09-23,Africa,SN
1973,United States of America,2015-09-23,4.0,2015-09-23,North America,US
1974,Liberia,2015-09-23,3151.0,2015-09-23,Africa,LR
1975,Mali,2015-09-23,7.0,2015-09-23,Africa,ML
1976,Italy,2015-09-23,1.0,2015-09-23,Europe,IT
1977,Guinea,2015-09-23,3340.0,2015-09-23,Africa,GQ
1978,United Kingdom,2015-09-24,1.0,2015-09-24,Europe,GB
1979,Nigeria,2015-09-24,19.0,2015-09-24,Africa,NG
1980,Guinea,2015-09-24,3340.0,2015-09-24,Africa,GQ
1981,Sierra Leone,2015-09-24,8704.0,2015-09-24,Africa,SL
1982,Liberia,2015-09-24,6.0,2015-09-24,Africa,LR
1983,Italy,2015-09-24,1.0,2015-09-24,Europe,IT
1984,Liberia,2015-09-24,3151.0,2015-09-24,Africa,LR
1985,Senegal,2015-09-24,1.0,2015-09-24,Africa,SN
1986,United States of America,2015-09-24,4.0,2015-09-24,North America,US
1987,Spain,2015-09-24,1.0,2015-09-24,Europe,ES
1988,Mali,2015-09-24,7.0,2015-09-24,Africa,ML
1989,Guinea,2015-09-25,3340.0,2015-09-25,Africa,GQ
1990,United States of America,2015-09-25,4.0,2015-09-25,North America,US
1991,Senegal,2015-09-25,1.0,2015-09-25,Africa,SN
1992,Sierra Leone,2015-09-25,8704.0,2015-09-25,Africa,SL
1993,Liberia,2015-09-25,3151.0,2015-09-25,Africa,LR
1994,United Kingdom,2015-09-25,1.0,2015-09-25,Europe,GB
1995,Mali,2015-09-25,7.0,2015-09-25,Africa,ML
1996,Italy,2015-09-25,1.0,2015-09-25,Europe,IT
1997,Spain,2015-09-25,1.0,2015-09-25,Europe,ES
1998,Liberia,2015-09-25,6.0,2015-09-25,Africa,LR
1999,Nigeria,2015-09-25,19.0,2015-09-25,Africa,NG
2000,Liberia,2015-09-28,3151.0,2015-09-28,Africa,LR
2001,Spain,2015-09-28,1.0,2015-09-28,Europe,ES
2002,Sierra Leone,2015-09-28,8704.0,2015-09-28,Africa,SL
2003,Liberia,2015-09-28,6.0,2015-09-28,Africa,LR
2004,United States of America,2015-09-28,4.0,2015-09-28,North America,US
2005,Mali,2015-09-28,7.0,2015-09-28,Africa,ML
2006,Senegal,2015-09-28,1.0,2015-09-28,Africa,SN
2007,Italy,2015-09-28,1.0,2015-09-28,Europe,IT
2008,Guinea,2015-09-28,3342.0,2015-09-28,Africa,GQ
2009,Nigeria,2015-09-28,19.0,2015-09-28,Africa,NG
2010,United Kingdom,2015-09-28,1.0,2015-09-28,Europe,GB
2011,Sierra Leone,2015-09-29,8704.0,2015-09-29,Africa,SL
2012,Liberia,2015-09-29,6.0,2015-09-29,Africa,LR
2013,Liberia,2015-09-29,3151.0,2015-09-29,Africa,LR
2014,United States of America,2015-09-29,4.0,2015-09-29,North America,US
2015,Spain,2015-09-29,1.0,2015-09-29,Europe,ES
2016,Nigeria,2015-09-29,19.0,2015-09-29,Africa,NG
2017,Mali,2015-09-29,7.0,2015-09-29,Africa,ML
2018,Senegal,2015-09-29,1.0,2015-09-29,Africa,SN
2019,Italy,2015-09-29,1.0,2015-09-29,Europe,IT
2020,Guinea,2015-09-29,3344.0,2015-09-29,Africa,GQ
2021,United Kingdom,2015-09-29,1.0,2015-09-29,Europe,GB
2022,United States of America,2015-09-30,4.0,2015-09-30,North America,US
2023,Mali,2015-09-30,7.0,2015-09-30,Africa,ML
2024,Sierra Leone,2015-09-30,8704.0,2015-09-30,Africa,SL
2025,Liberia,2015-09-30,3151.0,2015-09-30,Africa,LR
2026,Italy,2015-09-30,1.0,2015-09-30,Europe,IT
2027,Nigeria,2015-09-30,19.0,2015-09-30,Africa,NG
2028,Senegal,2015-09-30,1.0,2015-09-30,Africa,SN
2029,Guinea,2015-09-30,3344.0,2015-09-30,Africa,GQ
2030,Spain,2015-09-30,1.0,2015-09-30,Europe,ES
2031,United Kingdom,2015-09-30,1.0,2015-09-30,Europe,GB
2032,Liberia,2015-09-30,6.0,2015-09-30,Africa,LR
2033,Liberia,2015-10-01,3151.0,2015-10-01,Africa,LR
2034,Italy,2015-10-01,1.0,2015-10-01,Europe,IT
2035,United Kingdom,2015-10-01,1.0,2015-10-01,Europe,GB
2036,Guinea,2015-10-01,3344.0,2015-10-01,Africa,GQ
2037,Mali,2015-10-01,7.0,2015-10-01,Africa,ML
2038,United States of America,2015-10-01,4.0,2015-10-01,North America,US
2039,Spain,2015-10-01,1.0,2015-10-01,Europe,ES
2040,Liberia,2015-10-01,6.0,2015-10-01,Africa,LR
2041,Nigeria,2015-10-01,19.0,2015-10-01,Africa,NG
2042,Sierra Leone,2015-10-01,8704.0,2015-10-01,Africa,SL
2043,Senegal,2015-10-01,1.0,2015-10-01,Africa,SN
2044,Senegal,2015-10-02,1.0,2015-10-02,Africa,SN
2045,United States of America,2015-10-02,4.0,2015-10-02,North America,US
2046,Nigeria,2015-10-02,19.0,2015-10-02,Africa,NG
2047,Mali,2015-10-02,7.0,2015-10-02,Africa,ML
2048,Spain,2015-10-02,1.0,2015-10-02,Europe,ES
2049,Guinea,2015-10-02,3344.0,2015-10-02,Africa,GQ
2050,Italy,2015-10-02,1.0,2015-10-02,Europe,IT
2051,Liberia,2015-10-02,3151.0,2015-10-02,Africa,LR
2052,Liberia,2015-10-02,6.0,2015-10-02,Africa,LR
2053,United Kingdom,2015-10-02,1.0,2015-10-02,Europe,GB
2054,Sierra Leone,2015-10-02,8704.0,2015-10-02,Africa,SL
2055,Guinea,2015-10-05,3344.0,2015-10-05,Africa,GQ
2056,United States of America,2015-10-05,4.0,2015-10-05,North America,US
2057,United Kingdom,2015-10-05,1.0,2015-10-05,Europe,GB
2058,Italy,2015-10-05,1.0,2015-10-05,Europe,IT
2059,Liberia,2015-10-05,3151.0,2015-10-05,Africa,LR
2060,Spain,2015-10-05,1.0,2015-10-05,Europe,ES
2061,Senegal,2015-10-05,1.0,2015-10-05,Africa,SN
2062,Sierra Leone,2015-10-05,8704.0,2015-10-05,Africa,SL
2063,Liberia,2015-10-05,6.0,2015-10-05,Africa,LR
2064,Nigeria,2015-10-05,19.0,2015-10-05,Africa,NG
2065,Mali,2015-10-05,7.0,2015-10-05,Africa,ML
2066,United Kingdom,2015-10-06,1.0,2015-10-06,Europe,GB
2067,Liberia,2015-10-06,6.0,2015-10-06,Africa,LR
2068,Senegal,2015-10-06,1.0,2015-10-06,Africa,SN
2069,Italy,2015-10-06,1.0,2015-10-06,Europe,IT
2070,Mali,2015-10-06,7.0,2015-10-06,Africa,ML
2071,Spain,2015-10-06,1.0,2015-10-06,Europe,ES
2072,Sierra Leone,2015-10-06,8704.0,2015-10-06,Africa,SL
2073,United States of America,2015-10-06,4.0,2015-10-06,North America,US
2074,Guinea,2015-10-06,3344.0,2015-10-06,Africa,GQ
2075,Nigeria,2015-10-06,19.0,2015-10-06,Africa,NG
2076,Liberia,2015-10-06,3151.0,2015-10-06,Africa,LR
2077,Guinea,2015-10-07,3344.0,2015-10-07,Africa,GQ
2078,Mali,2015-10-07,7.0,2015-10-07,Africa,ML
2079,Sierra Leone,2015-10-07,8704.0,2015-10-07,Africa,SL
2080,Nigeria,2015-10-07,19.0,2015-10-07,Africa,NG
2081,Liberia,2015-10-07,6.0,2015-10-07,Africa,LR
2082,Italy,2015-10-07,1.0,2015-10-07,Europe,IT
2083,United States of America,2015-10-07,4.0,2015-10-07,North America,US
2084,Liberia,2015-10-07,3151.0,2015-10-07,Africa,LR
2085,United Kingdom,2015-10-07,1.0,2015-10-07,Europe,GB
2086,Spain,2015-10-07,1.0,2015-10-07,Europe,ES
2087,Senegal,2015-10-07,1.0,2015-10-07,Africa,SN
2088,Italy,2015-10-08,1.0,2015-10-08,Europe,IT
2089,Liberia,2015-10-08,6.0,2015-10-08,Africa,LR
2090,Guinea,2015-10-08,3344.0,2015-10-08,Africa,GQ
2091,Liberia,2015-10-08,3151.0,2015-10-08,Africa,LR
2092,United Kingdom,2015-10-08,1.0,2015-10-08,Europe,GB
2093,Senegal,2015-10-08,1.0,2015-10-08,Africa,SN
2094,Nigeria,2015-10-08,19.0,2015-10-08,Africa,NG
2095,Mali,2015-10-08,7.0,2015-10-08,Africa,ML
2096,United States of America,2015-10-08,4.0,2015-10-08,North America,US
2097,Sierra Leone,2015-10-08,8704.0,2015-10-08,Africa,SL
2098,Spain,2015-10-08,1.0,2015-10-08,Europe,ES
2099,Spain,2015-10-09,1.0,2015-10-09,Europe,ES
2100,Nigeria,2015-10-09,19.0,2015-10-09,Africa,NG
2101,Sierra Leone,2015-10-09,8704.0,2015-10-09,Africa,SL
2102,United Kingdom,2015-10-09,1.0,2015-10-09,Europe,GB
2103,Liberia,2015-10-09,6.0,2015-10-09,Africa,LR
2104,Liberia,2015-10-09,3151.0,2015-10-09,Africa,LR
2105,Senegal,2015-10-09,1.0,2015-10-09,Africa,SN
2106,United States of America,2015-10-09,4.0,2015-10-09,North America,US
2107,Italy,2015-10-09,1.0,2015-10-09,Europe,IT
2108,Guinea,2015-10-09,3344.0,2015-10-09,Africa,GQ
2109,Mali,2015-10-09,7.0,2015-10-09,Africa,ML
2110,United Kingdom,2015-10-13,1.0,2015-10-13,Europe,GB
2111,Liberia,2015-10-13,3151.0,2015-10-13,Africa,LR
2112,Italy,2015-10-13,1.0,2015-10-13,Europe,IT
2113,Sierra Leone,2015-10-13,8704.0,2015-10-13,Africa,SL
2114,Liberia,2015-10-13,6.0,2015-10-13,Africa,LR
2115,Nigeria,2015-10-13,19.0,2015-10-13,Africa,NG
2116,Spain,2015-10-13,1.0,2015-10-13,Europe,ES
2117,Guinea,2015-10-13,3344.0,2015-10-13,Africa,GQ
2118,Senegal,2015-10-13,1.0,2015-10-13,Africa,SN
2119,United States of America,2015-10-13,4.0,2015-10-13,North America,US
2120,Mali,2015-10-13,7.0,2015-10-13,Africa,ML
2121,United Kingdom,2015-10-15,1.0,2015-10-15,Europe,GB
2122,Liberia,2015-10-15,3151.0,2015-10-15,Africa,LR
2123,Senegal,2015-10-15,1.0,2015-10-15,Africa,SN
2124,Guinea,2015-10-15,3345.0,2015-10-15,Africa,GQ
2125,Mali,2015-10-15,7.0,2015-10-15,Africa,ML
2126,Spain,2015-10-15,1.0,2015-10-15,Europe,ES
2127,Nigeria,2015-10-15,19.0,2015-10-15,Africa,NG
2128,Sierra Leone,2015-10-15,8704.0,2015-10-15,Africa,SL
2129,Italy,2015-10-15,1.0,2015-10-15,Europe,IT
2130,Liberia,2015-10-15,6.0,2015-10-15,Africa,LR
2131,United States of America,2015-10-15,4.0,2015-10-15,North America,US
2132,United States of America,2015-10-16,4.0,2015-10-16,North America,US
2133,Liberia,2015-10-16,3151.0,2015-10-16,Africa,LR
2134,Senegal,2015-10-16,1.0,2015-10-16,Africa,SN
2135,Italy,2015-10-16,1.0,2015-10-16,Europe,IT
2136,Liberia,2015-10-16,6.0,2015-10-16,Africa,LR
2137,Mali,2015-10-16,7.0,2015-10-16,Africa,ML
2138,Sierra Leone,2015-10-16,8704.0,2015-10-16,Africa,SL
2139,Guinea,2015-10-16,3346.0,2015-10-16,Africa,GQ
2140,Nigeria,2015-10-16,19.0,2015-10-16,Africa,NG
2141,Spain,2015-10-16,1.0,2015-10-16,Europe,ES
2142,United Kingdom,2015-10-16,1.0,2015-10-16,Europe,GB
2143,Italy,2015-10-20,1.0,2015-10-20,Europe,IT
2144,Nigeria,2015-10-20,19.0,2015-10-20,Africa,NG
2145,Senegal,2015-10-20,1.0,2015-10-20,Africa,SN
2146,United States of America,2015-10-20,4.0,2015-10-20,North America,US
2147,Guinea,2015-10-20,3347.0,2015-10-20,Africa,GQ
2148,Sierra Leone,2015-10-20,8704.0,2015-10-20,Africa,SL
2149,United Kingdom,2015-10-20,1.0,2015-10-20,Europe,GB
2150,Spain,2015-10-20,1.0,2015-10-20,Europe,ES
2151,Liberia,2015-10-20,6.0,2015-10-20,Africa,LR
2152,Liberia,2015-10-20,3151.0,2015-10-20,Africa,LR
2153,Mali,2015-10-20,7.0,2015-10-20,Africa,ML
2154,Liberia,2015-10-22,6.0,2015-10-22,Africa,LR
2155,Spain,2015-10-22,1.0,2015-10-22,Europe,ES
2156,Italy,2015-10-22,1.0,2015-10-22,Europe,IT
2157,Nigeria,2015-10-22,19.0,2015-10-22,Africa,NG
2158,Liberia,2015-10-22,3151.0,2015-10-22,Africa,LR
2159,Sierra Leone,2015-10-22,8704.0,2015-10-22,Africa,SL
2160,United Kingdom,2015-10-22,1.0,2015-10-22,Europe,GB
2161,Senegal,2015-10-22,1.0,2015-10-22,Africa,SN
2162,Guinea,2015-10-22,3347.0,2015-10-22,Africa,GQ
2163,Mali,2015-10-22,7.0,2015-10-22,Africa,ML
2164,United States of America,2015-10-22,4.0,2015-10-22,North America,US
2165,Mali,2015-10-23,7.0,2015-10-23,Africa,ML
2166,Nigeria,2015-10-23,19.0,2015-10-23,Africa,NG
2167,Senegal,2015-10-23,1.0,2015-10-23,Africa,SN
2168,United Kingdom,2015-10-23,1.0,2015-10-23,Europe,GB
2169,Guinea,2015-10-23,3347.0,2015-10-23,Africa,GQ
2170,Spain,2015-10-23,1.0,2015-10-23,Europe,ES
2171,Liberia,2015-10-23,3151.0,2015-10-23,Africa,LR
2172,United States of America,2015-10-23,4.0,2015-10-23,North America,US
2173,Liberia,2015-10-23,6.0,2015-10-23,Africa,LR
2174,Sierra Leone,2015-10-23,8704.0,2015-10-23,Africa,SL
2175,Italy,2015-10-23,1.0,2015-10-23,Europe,IT
2176,Sierra Leone,2015-10-26,8704.0,2015-10-26,Africa,SL
2177,Guinea,2015-10-26,3350.0,2015-10-26,Africa,GQ
2178,Italy,2015-10-26,1.0,2015-10-26,Europe,IT
2179,United Kingdom,2015-10-26,1.0,2015-10-26,Europe,GB
2180,United States of America,2015-10-26,4.0,2015-10-26,North America,US
2181,Senegal,2015-10-26,1.0,2015-10-26,Africa,SN
2182,Spain,2015-10-26,1.0,2015-10-26,Europe,ES
2183,Liberia,2015-10-26,3151.0,2015-10-26,Africa,LR
2184,Nigeria,2015-10-26,19.0,2015-10-26,Africa,NG
2185,Mali,2015-10-26,7.0,2015-10-26,Africa,ML
2186,Liberia,2015-10-26,6.0,2015-10-26,Africa,LR
2187,Liberia,2015-10-27,6.0,2015-10-27,Africa,LR
2188,Mali,2015-10-27,7.0,2015-10-27,Africa,ML
2189,Guinea,2015-10-27,3350.0,2015-10-27,Africa,GQ
2190,United Kingdom,2015-10-27,1.0,2015-10-27,Europe,GB
2191,Sierra Leone,2015-10-27,8704.0,2015-10-27,Africa,SL
2192,Spain,2015-10-27,1.0,2015-10-27,Europe,ES
2193,Senegal,2015-10-27,1.0,2015-10-27,Africa,SN
2194,Italy,2015-10-27,1.0,2015-10-27,Europe,IT
2195,Nigeria,2015-10-27,19.0,2015-10-27,Africa,NG
2196,United States of America,2015-10-27,4.0,2015-10-27,North America,US
2197,Liberia,2015-10-27,3151.0,2015-10-27,Africa,LR
2198,Sierra Leone,2015-10-29,8704.0,2015-10-29,Africa,SL
2199,Nigeria,2015-10-29,19.0,2015-10-29,Africa,NG
2200,Guinea,2015-10-29,3350.0,2015-10-29,Africa,GQ
2201,Liberia,2015-10-29,6.0,2015-10-29,Africa,LR
2202,Italy,2015-10-29,1.0,2015-10-29,Europe,IT
2203,United Kingdom,2015-10-29,1.0,2015-10-29,Europe,GB
2204,United States of America,2015-10-29,4.0,2015-10-29,North America,US
2205,Mali,2015-10-29,7.0,2015-10-29,Africa,ML
2206,Senegal,2015-10-29,1.0,2015-10-29,Africa,SN
2207,Spain,2015-10-29,1.0,2015-10-29,Europe,ES
2208,Liberia,2015-10-29,3151.0,2015-10-29,Africa,LR
2209,Senegal,2015-10-30,1.0,2015-10-30,Africa,SN
2210,United Kingdom,2015-10-30,1.0,2015-10-30,Europe,GB
2211,Nigeria,2015-10-30,19.0,2015-10-30,Africa,NG
2212,Italy,2015-10-30,1.0,2015-10-30,Europe,IT
2213,Spain,2015-10-30,1.0,2015-10-30,Europe,ES
2214,Sierra Leone,2015-10-30,8704.0,2015-10-30,Africa,SL
2215,Liberia,2015-10-30,3151.0,2015-10-30,Africa,LR
2216,Liberia,2015-10-30,6.0,2015-10-30,Africa,LR
2217,United States of America,2015-10-30,4.0,2015-10-30,North America,US
2218,Mali,2015-10-30,7.0,2015-10-30,Africa,ML
2219,Guinea,2015-10-30,3350.0,2015-10-30,Africa,GQ
2220,Nigeria,2015-11-03,19.0,2015-11-03,Africa,NG
2221,Sierra Leone,2015-11-03,8704.0,2015-11-03,Africa,SL
2222,Liberia,2015-11-03,6.0,2015-11-03,Africa,LR
2223,United States of America,2015-11-03,4.0,2015-11-03,North America,US
2224,Mali,2015-11-03,7.0,2015-11-03,Africa,ML
2225,Guinea,2015-11-03,3351.0,2015-11-03,Africa,GQ
2226,United Kingdom,2015-11-03,1.0,2015-11-03,Europe,GB
2227,Liberia,2015-11-03,3151.0,2015-11-03,Africa,LR
2228,Spain,2015-11-03,1.0,2015-11-03,Europe,ES
2229,Senegal,2015-11-03,1.0,2015-11-03,Africa,SN
2230,Italy,2015-11-03,1.0,2015-11-03,Europe,IT
2231,Nigeria,2015-11-05,19.0,2015-11-05,Africa,NG
2232,United Kingdom,2015-11-05,1.0,2015-11-05,Europe,GB
2233,Mali,2015-11-05,7.0,2015-11-05,Africa,ML
2234,Senegal,2015-11-05,1.0,2015-11-05,Africa,SN
2235,Liberia,2015-11-05,6.0,2015-11-05,Africa,LR
2236,Sierra Leone,2015-11-05,8704.0,2015-11-05,Africa,SL
2237,Italy,2015-11-05,1.0,2015-11-05,Europe,IT
2238,Spain,2015-11-05,1.0,2015-11-05,Europe,ES
2239,Liberia,2015-11-05,3151.0,2015-11-05,Africa,LR
2240,United States of America,2015-11-05,4.0,2015-11-05,North America,US
2241,Guinea,2015-11-05,3351.0,2015-11-05,Africa,GQ
2242,Italy,2015-11-06,1.0,2015-11-06,Europe,IT
2243,United Kingdom,2015-11-06,1.0,2015-11-06,Europe,GB
2244,Liberia,2015-11-06,3151.0,2015-11-06,Africa,LR
2245,Sierra Leone,2015-11-06,8704.0,2015-11-06,Africa,SL
2246,United States of America,2015-11-06,4.0,2015-11-06,North America,US
2247,Liberia,2015-11-06,6.0,2015-11-06,Africa,LR
2248,Senegal,2015-11-06,1.0,2015-11-06,Africa,SN
2249,Guinea,2015-11-06,3351.0,2015-11-06,Africa,GQ
2250,Mali,2015-11-06,7.0,2015-11-06,Africa,ML
2251,Spain,2015-11-06,1.0,2015-11-06,Europe,ES
2252,Nigeria,2015-11-06,19.0,2015-11-06,Africa,NG
2253,United States of America,2015-11-10,4.0,2015-11-10,North America,US
2254,Nigeria,2015-11-10,19.0,2015-11-10,Africa,NG
2255,Guinea,2015-11-10,3351.0,2015-11-10,Africa,GQ
2256,Italy,2015-11-10,1.0,2015-11-10,Europe,IT
2257,Spain,2015-11-10,1.0,2015-11-10,Europe,ES
2258,Liberia,2015-11-10,3151.0,2015-11-10,Africa,LR
2259,Senegal,2015-11-10,1.0,2015-11-10,Africa,SN
2260,United Kingdom,2015-11-10,1.0,2015-11-10,Europe,GB
2261,Mali,2015-11-10,7.0,2015-11-10,Africa,ML
2262,Sierra Leone,2015-11-10,8704.0,2015-11-10,Africa,SL
2263,Liberia,2015-11-10,6.0,2015-11-10,Africa,LR
2264,Italy,2015-11-11,1.0,2015-11-11,Europe,IT
2265,Guinea,2015-11-11,3351.0,2015-11-11,Africa,GQ
2266,United Kingdom,2015-11-11,1.0,2015-11-11,Europe,GB
2267,Liberia,2015-11-11,3151.0,2015-11-11,Africa,LR
2268,Sierra Leone,2015-11-11,8704.0,2015-11-11,Africa,SL
2269,Mali,2015-11-11,7.0,2015-11-11,Africa,ML
2270,United States of America,2015-11-11,4.0,2015-11-11,North America,US
2271,Spain,2015-11-11,1.0,2015-11-11,Europe,ES
2272,Liberia,2015-11-11,6.0,2015-11-11,Africa,LR
2273,Nigeria,2015-11-11,19.0,2015-11-11,Africa,NG
2274,Senegal,2015-11-11,1.0,2015-11-11,Africa,SN
2275,United States of America,2015-11-12,4.0,2015-11-12,North America,US
2276,Liberia,2015-11-12,3151.0,2015-11-12,Africa,LR
2277,Senegal,2015-11-12,1.0,2015-11-12,Africa,SN
2278,Sierra Leone,2015-11-12,8704.0,2015-11-12,Africa,SL
2279,Spain,2015-11-12,1.0,2015-11-12,Europe,ES
2280,Mali,2015-11-12,7.0,2015-11-12,Africa,ML
2281,Liberia,2015-11-12,6.0,2015-11-12,Africa,LR
2282,Nigeria,2015-11-12,19.0,2015-11-12,Africa,NG
2283,Italy,2015-11-12,1.0,2015-11-12,Europe,IT
2284,United Kingdom,2015-11-12,1.0,2015-11-12,Europe,GB
2285,Guinea,2015-11-12,3351.0,2015-11-12,Africa,GQ
2286,Mali,2015-11-16,7.0,2015-11-16,Africa,ML
2287,United States of America,2015-11-16,4.0,2015-11-16,North America,US
2288,Liberia,2015-11-16,6.0,2015-11-16,Africa,LR
2289,Sierra Leone,2015-11-16,8704.0,2015-11-16,Africa,SL
2290,Senegal,2015-11-16,1.0,2015-11-16,Africa,SN
2291,Liberia,2015-11-16,3151.0,2015-11-16,Africa,LR
2292,Nigeria,2015-11-16,19.0,2015-11-16,Africa,NG
2293,Guinea,2015-11-16,3351.0,2015-11-16,Africa,GQ
2294,Spain,2015-11-16,1.0,2015-11-16,Europe,ES
2295,Italy,2015-11-16,1.0,2015-11-16,Europe,IT
2296,United Kingdom,2015-11-16,1.0,2015-11-16,Europe,GB
2297,United Kingdom,2015-11-17,1.0,2015-11-17,Europe,GB
2298,United States of America,2015-11-17,4.0,2015-11-17,North America,US
2299,Italy,2015-11-17,1.0,2015-11-17,Europe,IT
2300,Liberia,2015-11-17,6.0,2015-11-17,Africa,LR
2301,Guinea,2015-11-17,3351.0,2015-11-17,Africa,GQ
2302,Sierra Leone,2015-11-17,8704.0,2015-11-17,Africa,SL
2303,Senegal,2015-11-17,1.0,2015-11-17,Africa,SN
2304,Liberia,2015-11-17,3151.0,2015-11-17,Africa,LR
2305,Nigeria,2015-11-17,19.0,2015-11-17,Africa,NG
2306,Mali,2015-11-17,7.0,2015-11-17,Africa,ML
2307,Spain,2015-11-17,1.0,2015-11-17,Europe,ES
2308,Liberia,2015-11-20,3151.0,2015-11-20,Africa,LR
2309,Senegal,2015-11-20,1.0,2015-11-20,Africa,SN
2310,Guinea,2015-11-20,3351.0,2015-11-20,Africa,GQ
2311,Liberia,2015-11-20,6.0,2015-11-20,Africa,LR
2312,Sierra Leone,2015-11-20,8704.0,2015-11-20,Africa,SL
2313,Spain,2015-11-20,1.0,2015-11-20,Europe,ES
2314,United States of America,2015-11-20,4.0,2015-11-20,North America,US
2315,Mali,2015-11-20,7.0,2015-11-20,Africa,ML
2316,United Kingdom,2015-11-20,1.0,2015-11-20,Europe,GB
2317,Nigeria,2015-11-20,19.0,2015-11-20,Africa,NG
2318,Italy,2015-11-20,1.0,2015-11-20,Europe,IT
2319,United States of America,2015-11-24,4.0,2015-11-24,North America,US
2320,Mali,2015-11-24,7.0,2015-11-24,Africa,ML
2321,Liberia,2015-11-24,6.0,2015-11-24,Africa,LR
2322,Nigeria,2015-11-24,19.0,2015-11-24,Africa,NG
2323,Senegal,2015-11-24,1.0,2015-11-24,Africa,SN
2324,Sierra Leone,2015-11-24,8704.0,2015-11-24,Africa,SL
2325,United Kingdom,2015-11-24,1.0,2015-11-24,Europe,GB
2326,Guinea,2015-11-24,3351.0,2015-11-24,Africa,GQ
2327,Italy,2015-11-24,1.0,2015-11-24,Europe,IT
2328,Spain,2015-11-24,1.0,2015-11-24,Europe,ES
2329,Liberia,2015-11-24,3151.0,2015-11-24,Africa,LR
2330,United States of America,2015-11-26,4.0,2015-11-26,North America,US
2331,Italy,2015-11-26,1.0,2015-11-26,Europe,IT
2332,Guinea,2015-11-26,3351.0,2015-11-26,Africa,GQ
2333,United Kingdom,2015-11-26,1.0,2015-11-26,Europe,GB
2334,Liberia,2015-11-26,9.0,2015-11-26,Africa,LR
2335,Spain,2015-11-26,1.0,2015-11-26,Europe,ES
2336,Liberia,2015-11-26,3151.0,2015-11-26,Africa,LR
2337,Senegal,2015-11-26,1.0,2015-11-26,Africa,SN
2338,Nigeria,2015-11-26,19.0,2015-11-26,Africa,NG
2339,Mali,2015-11-26,7.0,2015-11-26,Africa,ML
2340,Sierra Leone,2015-11-26,8704.0,2015-11-26,Africa,SL
2341,Nigeria,2015-12-01,19.0,2015-12-01,Africa,NG
2342,Italy,2015-12-01,1.0,2015-12-01,Europe,IT
2343,Guinea,2015-12-01,3351.0,2015-12-01,Africa,GQ
2344,Liberia,2015-12-01,9.0,2015-12-01,Africa,LR
2345,Spain,2015-12-01,1.0,2015-12-01,Europe,ES
2346,United States of America,2015-12-01,4.0,2015-12-01,North America,US
